Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
Who Told You (feat. Drake) - Single,J Hus,2023-06-08,GBARL2300716,1046,46,142574143,72496,16207605,62,16368063,168658,80897,28314723,264112132,511758,90,25565,45,36,503882,49,434491,7818,3265268,845300,1
NIGHT DANCER - Single,imase,2022-08-19,JPPO02202918,1045,46,239149370,46984,6134615,67,281173184,3281196,1132387,226568824,2285171989,80772548,32,2272,86,3,10100,2,304322,906,3265268,1864998,0
Yoksun - Single,Ebru Yaï¿½ï,2024-02-02,FR2X42424385,1048,46,33174286,1658,1193973,67,119795906,342242,182529,26576921,266064027,1145002460,9,5456,86,2,1581911,17,12735768,7818,3265268,499594,0
Don't You Worry,Black Eyed Peas,2022-06-16,USSM12202555,1044,46,302939117,48916,26723190,62,236850911,1744818,86202,6704531,74013480,5024734774,57,232177,654,51,1215691,32,1954271,2652,3265268,4456945,0
U1 For Life,Dhanush,2020-08-26,IND291823075,1057,46,58283353,12,2710,67,1558088734,6652026,182529,26576921,266064027,169255135,28,5953,86,15,237407,5,344,98,3265268,139710,0
MIDDLE OF THE NIGHT,Elley Duhï¿,2020-01-10,USRC11903813,1054,46,1104008150,173612,51608714,72,431904675,4882117,612500,304312367,2922804533,42354537,72,88909,86,35,997273,3,19854772,17812,3265268,10511473,0
HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-11-09,USUG12305726,1055,46,27891947,11898,5352704,67,148269610,1257935,182529,26576921,266064027,97746040,8,8698,86,1,1,20,156941809,31924,345159,96725,0
Volando (Remix),Mora,2021-07-08,QMFME2105596,1052,46,701919939,105247,22304375,68,560364244,2647485,26200,9024221,74137126,45891350,85,14824,15,21,301957,22,14229625,2125,3265268,1404755,1
The Highlights (Deluxe),Swedish House Mafia,2021-02-05,USUG12105524,1056,46,861100951,153435,41139591,74,95899960,848696,35151,18345722,184453448,2623975,122,245294,305,64,3075152,47,20927702,4078,4485036,5566537,0
WORTH IT (feat. Don Toliver),Offset,2023-10-12,USUM72313166,1050,46,48339964,24760,10056008,67,9010442,103229,182529,1020812,10073870,1861090,21,115298,406,3,905920,10,17202812,2526,3265268,889320,1
Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,2023-11-03,USUG12307028,1053,46,259807712,30605,33315037,67,9545403,163045,73845,85733614,538186129,97746040,41,12664,86,40,592661,29,6040638,5126,1472596,1027616,0
Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,2023-07-07,BX3022300019,1051,46,210195998,10723,12965116,65,291263121,1409361,33900,3996634,55226429,1201657034,6,6009,86,22,7921538,9,1736,7818,3265268,137611,0
"Naina (From ""Crew"") - Single",Diljit Dosanjh,2024-03-05,INT102400827,1049,46,65661355,2351,12360484,76,89220257,546476,182529,26576921,266064027,44670108,16,617,86,2,1606,20,12735768,7818,3265268,127403,0
Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,2022-12-19,AEA142213346,1059,46,16119,5,411,6,634519417,4362725,182529,26576921,266064027,2105270,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
"Naa Ready (From ""Leo"")",Anirudh Ravichander,2023-06-22,INS172307161,1058,46,142430643,6611,5093444,64,347065741,4171813,182529,663,18800,153732169,8,46,86,15,237407,18,2762,7818,3265268,101174,0
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,2017-10-20,MXF151700546,1061,46,871780891,56085,22005461,68,2169311851,4669074,137939,12865488,121241311,206887325,41,123,55,46,5165685,44,28752324,9678,3265268,1867651,0
You had me at HELLO,ZEROBASEONE,2024-05-13,KRA492400588,1060,46,8699917,533,10481435,58,31498812,685645,182529,131400,329800,97746040,5,101,9,4,34481,25,1443,16,17497,11352,0
Unapologetic (Edited Version),Rihanna,2012-01-01,USUM71211793,1063,46,1419912461,180128,62951327,70,2336257288,11532780,12421,899775,6890158,404667689,164,248320,81,123,1169312,53,545061119,521352,3265268,11373333,0
@dannocean,Danny Ocean,2022-02-17,USWL12200098,1064,46,535013440,57772,25048190,71,162236183,1010851,2681307,387587032,4479627831,339251328,54,28857,327,32,910491,28,1646419,1389,3265268,1371874,1
Poor People We,Harp and a monkey,2022-11-28,UKXN22273282,1062,46,1071,6,1694,67,654777639,1257935,182529,26576921,266064027,176,28,2,86,15,237407,17,12735768,7818,3265268,23,0
El Cielo - Single,Sky Rompiendo,2023-06-02,USSD12300241,1068,46,354097795,53606,50446311,74,89166241,599270,26367,10289035,107126101,9653765,64,18198,53,37,398533,19,5226972,391,3265268,542456,1
ALL MY FELLAS,Frizk,2023-09-19,QZTAZ2359846,1070,46,56978899,19534,2505224,67,31575700,824524,1095900,77314395,641905367,86472968,3,13,49,15,237407,17,345036,3980,3265268,460827,1
Bebefinn Song - Single,Pinkfong,2024-05-03,KRE672300203,1069,46,38895,8,611,67,50007108,65432,182529,26576921,266064027,97746040,1,5953,86,15,237407,17,12735768,7818,3265268,854584,0
HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401987,1066,46,58810212,3394,9510078,87,148269610,1257935,97,26576921,266064027,97746040,31,146,86,5,159005,9,161908,138,680392,104093,0
Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214894,1067,46,366872354,61014,15444758,68,146768761,1402279,2232600,180281548,1794129686,20198310,14,8167,86,8,482273,7,10647882,2818,2328837,768036,0
Talk,Khalid,2019-02-07,USRC11900004,1065,46,968194426,121168,29487473,64,468753245,3701432,622138,22886397,175481915,364423555,171,301064,955,58,635116,73,374578867,177764,3265268,5865620,0
Rompe La Dompe,Peso Pluma,2023-12-28,QMFMG2368181,1071,46,164219485,11966,20373836,67,101560741,564659,182529,26576921,266064027,414178081,15,643,86,16,13007504,11,3424638,1070,3265268,184898,1
greedy,Tate McRae,2023-09-14,USRC12302740,1074,46,21648841,2778,2506076,67,148269610,1257935,1992300,242655468,3067524132,97746040,2,4,400,1,878,8,608904,447,3265268,854584,1
Reloj,Rauw Alejandro,2020-10-22,USSD12000471,1072,46,579749218,90725,22415388,65,645701697,3354975,1567493,149903879,1294351127,154245751,89,16280,13,22,291938,23,47558473,9485,3265268,1542421,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,2024-03-22,THSOH2402582,1073,46,2730458,257,128196,67,89974882,536584,182529,26576921,266064027,97746040,1,5953,86,15,237407,17,12735768,7818,3265268,15042,0
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,2020-10-15,USWB12004394,1075,46,233139871,77694,13955396,63,425539008,2824144,98082,15980144,111422826,42967196,53,194040,57,5,638,5,155675259,46530,25280506,523078,1
SAKURA,SAIKO,2024-04-26,QM4TX2482887,1076,46,56282981,5849,51387051,80,13102384,110873,182529,26576921,266064027,5411568,25,982,86,11,2671234,5,3698,9,3265268,279219,1
Sorry 4 The Wait,Lil Wayne,2022-01-14,USUG12106458,1079,46,24285898,8422,1181602,54,9750600,41196,917,97854,1029336,2034,1,104,86,1,23919,17,16796873,965499,3265268,211234,1
PLAYA SATURNO,Rauw Alejandro,2023-07-07,USSD12300302,1078,46,310562790,33458,54918981,79,113130284,482647,148600,42427834,372688472,784575181,55,8643,50,42,3054645,43,9966566,2768,169769,841414,1
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-10-12,USAT21811523,1080,46,1070685587,203323,32147932,71,494548432,4682485,1386205,55794187,463776007,84796677,82,72133,90,27,129554,14,235258481,117224,3265268,4235259,1
"Kesariya (From ""Brahmastra"") - Single",Pritam,2022-07-17,INS172203702,1084,46,516740949,30584,13659510,67,548697509,6082861,182529,26576921,266064027,174637093,35,2050,86,1,1097,13,896892,661,3338,372802,0
The Craving (single version) - Single,Twenty One Pilots,2024-05-22,USAT22403454,1083,46,9084595,1087,26826278,67,11912619,302647,182529,26576921,266064027,59828100,33,7678,15,20,476040,78,1346719,92,3265268,35315,0
20 GRANDES ï¿½ï¿½X,Duo Tiempo de Sol,2015-10-05,ARF061500454,1082,46,70061366,6847,1133511,62,3257763799,9018759,182529,26576921,266064027,97746040,2,199,86,1,3695,17,12735768,7818,17519,73794,0
The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,2023-04-07,USQ4E2204040,1077,46,144252786,35929,3276465,64,68229038,1462629,822942,255693787,3002241315,17180346,17,5953,817,3,146493,10,17629603,82070,946535,292159,0
Until the morning 2,OneRepublic,2014-08-04,FR0Z50017635,1081,46,239850720,32312,13264111,67,4069201723,18144051,182529,26576921,266064027,399937303,28,5953,86,1,180,17,12735768,7818,3265268,854584,0
Take My Breath,The Weeknd,2021-08-05,USUG12102076,1085,45,465348362,89586,17062402,57,218889957,2186587,42395,17828688,224955330,2420528253,151,373541,489,46,2548365,44,78039281,7207,3265268,854584,0
Midnights,Taylor Swift,2022-10-21,USUG12205734,1090,45,711138043,42535,28394531,73,26695871,411132,90029,35207211,302181012,97746040,66,249917,1936,11,844207,54,54466202,20497,3265268,900372,1
KU LO SA - A COLORS SHOW,Oxlade,2022-06-10,QMEU32209358,1089,45,331419634,92569,17049738,68,90820063,924838,582831,42516541,534189550,51539371,116,64413,86,47,729868,41,6105145,2592,3265268,4816359,0
Cadï¿½ï¿½ o After? P,Felipe Amorim,2023-07-21,BCOOP2300013,1087,45,166784328,15122,14569377,66,196927226,943630,482200,79195177,1222155154,385123282,10,98,86,19,541722,9,12735768,7818,3265268,173558,1
SOS,SZA,2022-12-09,USRC12204598,1091,45,561645790,58561,39587642,82,79127644,867545,61070,32412474,220878489,325461284,64,61047,293,40,235219,23,20725484,11445,3758963,1208187,1
Sleep Well - Single,CG5,2024-02-16,USA2P2406901,1086,45,19236234,1602,962658,67,114064058,1339987,182529,26576921,266064027,1352193313,28,5953,86,15,237407,17,516534,3014,3265268,71078,0
Nuansa Angkot 2023 - Vol. 1,Donny Fernanda,2023-02-14,FR59R2347368,1092,45,12415,1,2,67,148269610,1257935,3817700,148462808,2586057582,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
SAVAGE MODE II,21 Savage,2020-10-02,USSM12006061,1088,45,614603953,164722,24902576,78,164711656,1799801,45186,22453063,162296330,40458162,25,940,86,18,196078,3,18427460,10054,34124605,2194666,1
overseas,Ken Carson,2024-04-12,USUM72403587,1095,45,35980441,7297,7809196,79,1080994,55353,182529,26576921,266064027,381728,6,5953,191,15,237407,3,107128,302,2768006,82029,1
CORAZï¿½ï¿½N VA,Maria Becerra,2023-06-22,USWL12301086,1094,45,251442618,19913,23463750,71,209201810,958198,249263,61634866,541965678,650020478,23,16628,354,20,635145,53,188360,75,3265268,209753,0
Punto G,Quevedo,2022-11-04,BK4DA2202913,1096,45,600073400,73593,22371448,71,171936153,975795,181760,42088473,450971538,1034742,24,15719,50,13,194411,29,272917,288,97391,529802,0
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,2019-12-21,INS181905922,1093,45,102668822,8999,4335630,58,1111498706,6693422,4369880,26463521,557936748,236773715,14,2014,86,15,237407,3,12735768,7818,3265268,104058,0
Ditto,NewJeans,2022-12-19,USA2P2254487,1098,45,614497357,47586,17245496,74,202069442,2934641,396808,179997019,1587051148,226112613,44,13257,20,2,34632,42,1082714,1542,3265268,714871,0
"Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,2024-01-22,INT202404272,1099,45,61447714,2592,5382316,67,128967148,1382506,182529,26576921,266064027,1062214305,5,75,86,15,237407,11,12735768,7818,3265268,311293,0
BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,2023-11-24,TCJPX2397668,1097,45,1642258500,11,127,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,1
How Sweet,NewJeans,2024-05-24,USA2P2414844,1101,45,20630900,1536,9077425,76,14185984,119016,182529,26576921,266064027,97746040,21,3,5,2,4710,10,48314,41,53406,33194,0
Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,2023-09-08,ARLIB2220027,1102,45,5741262,275,33239,67,272927101,395965,47200,343,11056,97746040,28,14,86,1,16453,1,12735768,7818,3265268,6795,0
Love wins all,IU,2024-01-24,KRA382400642,1100,45,60903416,4743,2755053,67,122003102,4890890,182529,102500,712700,749176444,15,5953,86,1,4688,17,66751,159,3265268,120507,0
ýýNFASIS,Jere Klein,2023-12-01,QMFMF2334329,1103,45,106290197,11766,9230911,70,139655492,229044,182529,7,245,1565966519,4,388,86,3,122602,17,85692,48,3265268,195908,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,USA2P2135437,1104,45,912709169,94302,33979642,67,410395727,3097097,75146,30651870,303742856,265630925,69,36857,265,18,995698,35,26070209,7871,3265268,1218835,1
BABY HELLO - Single,Rauw Alejandro,2023-06-23,USSD12300274,1105,45,268383799,47936,46787442,68,69047745,591951,23400,9362518,103169265,21328855,61,39321,6,37,817012,36,3542840,631,3265268,933823,1
ONE CALL,Rich Amiri,2023-11-03,QZJ842004052,1106,45,271566931,33970,50694559,80,24725245,376377,182529,1459319,8704294,9242912,15,824,75,14,1420429,25,259065,1200,3265268,817705,1
ANIMAL,Vishal Mishra,2023-11-24,INS182303389,1111,45,235472222,10873,14151452,77,134079122,998592,182529,26576921,266064027,299391668,14,480,86,15,237407,17,12735768,7818,3265268,300188,0
Kill Bill - Single,pasa michaelson,2023-08-26,GB8KE2318565,1156,45,1842758768,1,1,67,148269610,1257935,182529,26576921,266064027,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,854584,1
2/Catorce,Rauw Alejandro,2021-02-14,USSD12100059,1107,45,534981600,92466,17067105,64,607206864,3535828,833539,233010597,2285726710,149174449,74,9184,86,13,245959,32,41372873,8091,3265268,1847960,1
Ride,Twenty One Pilots,2015-05-12,USAT21500598,1110,45,1724766252,240346,62583866,79,1832805733,14628417,473867,64556528,515516585,186902563,7,156588,225,63,409611,33,12735768,7818,3265268,854584,0
Dusk Till Dawn (feat. Sia) - Single,ZAYN,2017-09-08,USRC11701783,1108,45,7660758,2412,584352,36,2384906510,17393433,1352318,224835071,2577621675,1411686500,28,51698,2,15,237407,5,12735768,7818,3265268,854584,0
Rush,Troye Sivan,2023-07-13,AUUM72300170,1109,45,299291405,45754,35127971,28,59684881,1156874,37300,31430262,341762321,635932163,106,22607,649,65,1709032,66,741956,1616,3265268,1347624,1
Physical,Dua Lipa,2020-01-30,GBAHT1901298,1115,45,967029446,108666,29267130,71,570687048,4489378,159047,39077139,430832681,412519641,231,334802,67,172,2365006,57,40101832,10420,3265268,5988911,0
Pumped up Kicks,Foster The People,2010-01-01,USSM11002931,1113,45,1791778314,344490,131726745,81,599930123,5713061,786192,342804034,2757623631,19949320,195,121067,167,148,1029351,46,777542552,1767555,3265268,16415660,0
Yes Indeed,Lil Baby,2018-05-15,USUM71806749,1112,45,1110994645,186456,41273853,74,143629586,1388832,38775,25188899,194904663,38496063,85,67860,186,16,35032,44,425125110,171069,54088502,3561319,1
SOS,SZA,2022-12-08,USRC12204602,1114,45,418181065,67858,17377077,76,87097570,675742,79800,21397764,155757311,3034510,14,374,86,17,190364,2,4424141,8503,7784284,1272704,0
edamame,bbno$,2021-07-24,QMUY42100151,1117,45,460770585,137449,12880333,9,129095680,2000723,697200,509554628,5783885492,165344404,24,98034,1191,15,237407,12,2857509,9193,3265268,5556466,1
Turn Down for What,DJ Snake,2013-12-18,USSM11308174,1116,45,547207250,103666,30719577,65,1350062601,11897425,962796,124466320,1943093911,194386199,135,23064,113,53,264794,55,411609954,1482573,1150036,14799660,0
METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308543,1120,44,234350961,56138,13361149,69,60645740,770219,182529,26576921,266064027,82193348,59,29888,59,13,56586,35,6384645,3482,3265268,1068077,0
Smokin Out The Window,Bruno Mars,2021-11-05,USAT22105952,1121,44,463977298,100305,15798103,66,219573887,2918828,946,4609516,26701713,3233086776,81,188300,388,38,1242910,46,39063749,21956,3265268,1849092,0
Goin' Off,Karan Aujla,2024-05-09,AUBEC2438653,1118,44,13606839,836,4594419,70,32342705,498580,182529,26576921,266064027,19904542,14,59,86,15,237407,13,12735768,7818,3265268,33780,0
Close To You,Gracie Abrams,2024-06-07,USUG12401775,1119,44,13700065,1162,89144538,74,466102,38791,182529,26576921,266064027,97746040,69,147,86,16,683316,86,39776,59,18,69456,0
Pagli Dekhave Agarbatti,Neelkamal Singh,2023-09-28,INH102313673,1124,44,20981562,379,284348,67,272841611,1275934,182529,26576921,266064027,182061559,28,5953,86,15,237407,17,12735768,7818,3265268,854584,0
From The D To The A (feat. Lil Yachty),Tee Grizzley,2017-03-17,QMCE31700982,1122,44,364325529,83638,10924243,64,29708407,206341,42311,2417700,16341869,3111436,15,109,86,2,468,17,131664821,48173,222229993,891593,1
Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,2017-11-03,USWL11900076,1126,44,1778934858,37040,21117726,74,1915123572,6102709,261323,17109874,158762431,484024351,12,165,86,9,21285,10,66752966,47350,3265268,6246243,0
emails i can't send,Sabrina Carpenter,2022-07-15,USUM72210708,1129,44,817286460,55620,61610668,83,156580179,1685462,179864,36883907,357890160,201230072,67,108203,1122,20,787687,44,33407481,8860,3265268,1180048,0
Destined 2 Win,Lil Tjay,2021-04-02,USSM12101540,1127,44,392745531,141221,21996686,67,96203913,1246093,44979,17567842,137477748,54251921,21,1558,3,8,131260,2,10758226,10750,39475086,1432080,1
Lose You To Love Me,Selena Gomez,2019-10-23,USUM71918727,1123,44,1222228366,109325,48327775,72,569150755,10176233,210846,55268559,519924812,832957854,174,220765,169,66,1080455,84,191725976,77455,959144,3669533,0
Worth It,YK Osiris,2019-02-08,USUM71821752,1125,44,340112388,66487,6617103,60,283340446,3313053,576099,18279931,132694197,41301726,28,11151,32,5,7457,2,171927306,162394,103378626,1660493,0
Fight The Feeling,Rod Wave,2023-03-31,USQX92301922,1128,44,86327319,18112,2247123,51,65828097,457580,179400,15991452,137960911,377095739,18,100880,1989,8,929184,10,34839558,18952,12848106,567245,1
Best of Crazy Hits,Crazy Frog,2009-12-11,DEAF71578230,1134,44,178536020,870,142649,30,5049428366,20305999,182529,26576921,266064027,204191511,1,5953,86,15,237407,17,12735768,7818,3265268,2967336,0
Robbery,Juice WRLD,2019-02-13,USUG11900302,1131,44,1306374052,213493,32159591,73,606402216,5432558,287303,40611392,281781468,46631449,45,113,198,36,92676,7,63372791,172183,3265268,1815403,1
Bebe Dame - Single,Fuerza Regida,2022-12-16,QZ9QQ2200182,1132,44,562099076,51229,20388246,70,11080081,68671,623600,146379790,1746059702,97746040,49,15119,36,18,2487813,17,98549626,29193,3265268,2289240,0
george ezra songs to play when the sun's out,George Ezra,2022-03-22,GBARL2200008,1133,44,300430813,50552,12812123,69,103550086,844925,1664351,248347598,3375488113,2854520083,51,182474,46,29,1067030,27,1947849,12347,2041978,2071865,0
Zihaal e Miskin,Javed-Mohsin,2023-05-25,INUM72300284,1135,44,110644306,4432,3741353,65,367432386,4091411,182529,26576921,266064027,85756632,28,546,86,15,237407,4,776,12,3265268,184497,0
Los Legendarios 001,Los Legendarios,2021-02-04,QM4TW2136314,1130,44,642558596,106151,40485324,64,357508658,2089382,1884605,309769907,2853555921,56447780,77,45631,45,24,1535610,30,24779220,8899,3265268,2242149,0
Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214882,1139,44,831868563,93211,21780286,73,181498962,1237772,115200,87502749,985066343,21690461,36,30945,391,12,806258,5,23282331,5780,3265268,1247731,0
2002 (Remix),Shaun Reynolds,2018-05-11,QZ22B1944940,1136,44,303962,88,6796,8,148269610,1257935,16501062,9430921,137616390,97746040,28,5953,86,15,237407,17,12735768,7818,3265268,260,0
No Se Va,Grupo Frontera,2022-12-01,USDA12211641,1137,44,51750,67,3924,67,610569249,2662885,182529,26576921,266064027,41692770,28,547,86,15,237407,17,12735768,7818,3265268,854584,0
Feel Something,Jaymes Young,2017-06-23,USAT21700859,1138,44,1059940209,169454,48961048,74,569314714,6558074,5441674,1889279204,22241102823,464030450,15,191784,556,46,991994,6,54462943,18444,3265268,8764483,0
